Age,Education,Marital_Status,No of adults,Income,Kidhome,Teenhome,Years joined,Dependency Ratio,Enrollment year,enrollment_Customer,Customer tenure(days),Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Expenditure_2yrs,Avg_Monthly _spend,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Engagement score,Campaign2,Complain,Z_CostContact,Z_Revenue,Response
80,Graduation,Married,2,69755,0,0,12,0,2013,10/2/13,4439,23,217,77,373,111,23,93,894,37.25,1,3,6,12,1,7.6,0,0,3,11,0
56,Graduation,Married,2,44078,1,1,11,1,2014,6/19/14,4179,17,24,1,10,2,0,4,41,1.71,2,2,0,3,5,3.8,0,0,3,11,0
49,Master,Together,2,30560,1,0,12,0.5,2013,6/27/13,4536,6,9,1,5,4,5,7,31,1.29,1,1,0,3,7,4.6,0,0,3,11,0
56,Master,Together,2,35924,1,1,11,1,2014,3/23/14,4267,56,8,0,14,2,3,7,34,1.42,1,1,0,3,5,3.8,0,0,3,11,0
61,PhD,Divorced,1,64140,0,2,12,2,2013,9/23/13,4448,71,1459,0,61,0,15,215,1750,72.92,5,2,5,6,5,5.6,1,0,3,11,1
44,Graduation,Together,2,56386,1,1,13,1,2012,10/27/12,4779,51,230,48,214,13,32,75,612,25.50,8,9,1,7,9,7.8,0,0,3,11,0
46,Basic,Together,2,24594,1,0,12,0.5,2013,12/10/13,4370,94,1,3,6,10,0,9,29,1.21,1,1,0,3,5,3.8,0,0,3,11,0
44,2n Cycle,Together,2,75774,1,0,11,0.5,2014,5/2/14,4227,27,340,21,134,258,14,56,823,34.29,1,7,5,8,4,6.4,0,0,3,11,0
65,Master,Divorced,1,39228,0,0,12,0,2013,5/10/13,4584,1,7,1,6,0,3,3,20,0.83,1,0,0,3,4,3.4,0,0,3,11,0
51,Master,Married,2,58494,0,1,12,0.5,2013,12/12/13,4368,56,298,7,68,4,0,19,396,16.50,2,6,2,6,6,6,0,0,3,11,0
44,Graduation,Single,1,58684,0,0,11,0,2014,6/16/14,4182,71,479,35,179,28,7,85,813,33.88,1,5,3,12,2,8,1,0,3,11,0
58,Graduation,Divorced,1,57136,0,0,12,0,2013,5/18/13,4576,18,267,140,599,34,12,127,1179,49.13,1,7,5,7,6,6.6,0,0,3,11,1
75,PhD,Widow,1,56551,1,1,11,2,2014,5/7/14,4222,48,67,4,32,17,2,16,138,5.75,3,2,1,4,4,4,0,0,3,11,0
43,Graduation,Married,2,22448,1,0,11,0.5,2014,2/26/14,4292,86,3,1,8,23,2,18,55,2.29,3,2,1,3,3,3,0,0,3,11,0
64,Graduation,Single,1,82014,0,0,13,0,2012,8/20/12,4847,48,980,37,265,35,163,31,1511,62.96,1,3,6,12,6,9.6,0,0,3,11,1
62,Graduation,Widow,1,34213,1,1,13,2,2012,9/7/12,4829,2,50,4,28,6,3,26,117,4.88,3,3,1,2,9,4.8,0,0,3,11,1
48,Graduation,Together,2,157146,0,0,12,0,2013,4/29/13,4595,13,1,0,1725,2,1,1,1730,72.08,0,0,28,0,1,0.4,0,0,3,11,0
78,PhD,Widow,1,25358,0,1,12,1,2013,7/22/13,4511,57,19,0,5,0,0,8,32,1.33,2,1,0,3,6,4.2,0,0,3,11,0
47,Master,Single,1,35544,1,0,11,1,2014,3/8/14,4282,77,30,5,23,4,1,4,67,2.79,1,2,0,3,7,4.6,0,0,3,11,0
71,Master,Together,2,36634,0,1,12,0.5,2013,5/28/13,4566,0,213,9,76,4,3,30,335,13.96,3,5,2,5,7,5.8,0,0,3,11,0
71,PhD,Married,2,62670,0,1,11,0.5,2014,2/2/14,4316,57,539,30,92,80,46,38,825,34.38,1,5,3,13,3,9,0,0,3,11,0
53,2n Cycle,Together,2,50334,0,1,12,0.5,2013,7/24/13,4509,24,284,16,160,84,16,134,694,28.92,6,7,4,6,6,6,0,0,3,11,0
44,Graduation,Single,1,72066,0,0,11,0,2014,6/23/14,4175,55,1003,34,536,134,51,34,1792,74.67,1,4,6,6,2,4.4,1,0,3,11,1
67,PhD,Single,1,50729,1,1,12,2,2013,5/2/13,4592,62,239,13,143,45,4,52,496,20.67,9,6,2,7,6,6.6,0,0,3,11,0
57,Graduation,Together,2,34916,2,0,12,1,2013,5/15/13,4579,89,51,23,82,33,0,42,231,9.63,4,5,1,3,9,5.4,0,0,3,11,0
49,Graduation,Divorced,1,64892,0,1,11,1,2014,5/29/14,4200,77,527,24,230,32,24,65,902,37.58,2,6,4,12,4,8.8,0,0,3,11,0
59,Graduation,Single,1,43602,1,1,11,2,2014,1/10/14,4339,45,19,5,12,10,3,19,68,2.83,3,3,1,2,6,3.6,0,0,3,11,0
36,PhD,Single,1,33996,0,0,12,0,2013,9/11/13,4460,46,40,2,15,8,0,6,71,2.96,1,1,1,3,4,3.4,0,0,3,11,0
40,2n Cycle,Single,1,41473,1,0,12,1,2013,6/19/13,4544,80,21,8,20,15,3,9,76,3.17,1,2,0,3,7,4.6,0,0,3,11,0
58,PhD,Married,2,63246,0,2,12,1,2013,8/20/13,4482,60,593,30,91,29,22,7,772,32.17,1,6,3,12,4,8.8,0,0,3,11,0
66,PhD,Married,2,36732,1,1,12,1,2013,12/29/13,4351,71,21,5,3,10,1,7,47,1.96,3,1,1,4,2,3.2,0,0,3,11,0
55,PhD,Married,2,69084,1,0,12,0.5,2013,11/19/13,4391,43,1181,107,199,39,30,30,1586,66.08,2,7,3,13,8,11,0,0,3,11,0
58,PhD,Married,2,77766,0,1,12,0.5,2013,2/22/13,4661,97,1004,59,265,115,59,27,1529,63.71,2,11,10,11,6,9,1,0,3,11,1
40,PhD,Single,1,37929,0,0,12,0,2013,7/30/13,4503,49,202,2,46,3,2,10,265,11.04,2,4,2,5,7,5.8,1,0,3,11,1
74,Graduation,Together,2,86610,0,0,12,0,2013,9/5/13,4466,66,446,107,768,33,196,53,1603,66.79,1,5,6,6,2,4.4,0,0,3,11,0
39,Master,Married,2,80141,0,0,12,0,2013,1/11/13,4703,20,1184,102,673,52,40,40,2091,87.13,1,7,4,10,6,8.4,1,0,3,11,1
70,2n Cycle,Married,2,72635,0,0,12,0,2013,6/3/13,4560,54,390,22,323,104,35,107,981,40.88,1,6,8,6,3,4.8,1,0,3,11,0
55,Graduation,Married,2,69016,0,1,13,0.5,2012,11/22/12,4753,61,726,53,363,123,107,161,1533,63.88,4,8,9,13,5,9.8,0,0,3,11,0
34,2n Cycle,Together,2,20193,0,0,13,0,2012,11/28/12,4747,18,8,8,22,24,11,9,82,3.42,1,1,1,4,4,4,0,0,3,11,0
50,Graduation,Married,2,27573,1,0,12,0.5,2013,3/25/13,4630,45,50,15,110,39,15,15,244,10.17,4,5,1,4,8,5.6,0,0,3,11,0
46,Basic,Single,1,15862,1,0,12,1,2013,6/27/13,4536,26,1,1,4,11,9,10,36,1.50,1,1,0,3,8,5,0,0,3,11,0
49,PhD,Married,2,49544,1,0,12,0.5,2013,2/12/13,4671,0,308,0,73,0,0,23,404,16.83,2,5,1,8,7,7.6,0,0,3,11,0
45,Graduation,Married,2,33228,1,0,11,0.5,2014,1/23/14,4326,28,22,2,31,7,4,5,71,2.96,1,2,0,3,7,4.6,0,0,3,11,0
47,Graduation,Together,2,70440,0,0,12,0,2013,10/8/13,4433,49,690,117,499,76,102,88,1572,65.50,1,5,10,7,3,5.4,1,0,3,11,0
54,Graduation,Together,2,38232,1,1,11,1,2014,1/17/14,4332,84,43,5,28,7,6,33,122,5.08,4,3,1,3,5,3.8,0,0,3,11,0
70,PhD,Married,2,22554,1,1,13,1,2012,11/3/12,4772,38,27,0,10,0,0,4,41,1.71,4,2,0,4,5,4.4,0,0,3,11,0
42,PhD,Married,2,23536,1,0,11,0.5,2014,6/4/14,4194,53,6,0,3,0,0,1,10,0.42,1,0,0,3,3,3,0,0,3,11,0
73,Graduation,Married,2,49413,0,1,12,0.5,2013,10/25/13,4416,88,205,7,41,3,2,46,304,12.67,2,4,2,5,5,5,0,0,3,11,0
56,Graduation,Married,2,42231,1,1,11,1,2014,3/25/14,4265,99,24,0,8,0,1,4,37,1.54,1,1,0,3,5,3.8,0,0,3,11,0
45,Master,Divorced,1,78789,0,0,13,0,2012,8/8/12,4859,12,667,50,850,21,83,83,1754,73.08,1,4,6,5,2,3.8,0,0,3,11,1
57,Graduation,Together,2,56534,0,1,12,0.5,2013,7/23/13,4510,35,691,7,61,10,0,46,815,33.96,4,10,4,7,8,7.4,1,0,3,11,1
54,Graduation,Single,1,58350,0,1,12,1,2013,1/4/13,4710,5,493,26,206,116,80,80,1001,41.71,4,8,3,12,6,9.6,0,0,3,11,0
36,Graduation,Single,1,81217,0,0,12,0,2013,7/19/13,4514,77,493,70,324,146,40,84,1157,48.21,1,3,7,11,1,7,0,0,3,11,0
74,Graduation,Single,1,49090,0,1,12,1,2013,7/19/13,4514,45,494,5,82,7,0,100,688,28.67,3,7,2,9,7,8.2,0,0,3,11,0
38,Master,Divorced,1,61787,0,0,12,0,2013,7/6/13,4527,71,621,73,414,78,48,85,1319,54.96,1,8,4,6,5,5.6,0,0,3,11,0
40,PhD,Married,2,18169,1,0,12,0.5,2013,2/19/13,4664,40,9,0,5,0,0,7,21,0.88,1,1,0,2,8,4.4,0,0,3,11,0
44,2n Cycle,Single,1,24336,1,0,13,1,2012,8/27/12,4840,82,1,6,2,8,2,12,31,1.29,1,1,0,2,7,4,0,0,3,11,0
35,Graduation,Married,2,18222,0,0,13,0,2012,12/31/12,4714,70,12,4,19,12,6,14,67,2.79,1,2,0,3,8,5,0,0,3,11,0
73,Graduation,Divorced,1,62335,0,1,12,1,2013,5/23/13,4571,87,243,131,217,85,6,26,708,29.50,2,3,3,13,2,8.6,0,0,3,11,0
54,2n Cycle,Together,2,42033,1,1,13,1,2012,9/19/12,4817,95,11,1,4,2,0,7,25,1.04,1,1,0,2,7,4,0,0,3,11,0
42,PhD,Married,2,86580,0,0,12,0,2013,2/27/13,4656,72,532,21,127,26,20,20,746,31.08,0,4,2,5,1,3.4,1,0,3,11,0
68,PhD,Divorced,1,41437,1,1,13,2,2012,9/22/12,4814,5,29,0,2,0,0,1,32,1.33,1,1,0,3,7,4.6,0,0,3,11,0
74,Master,Widow,1,73705,0,2,11,2,2014,3/5/14,4285,86,612,91,520,258,107,107,1695,70.63,2,9,6,8,5,6.8,0,0,3,11,0
49,Graduation,Married,2,61064,0,1,13,0.5,2012,8/31/12,4836,80,387,126,342,0,45,180,1080,45.00,5,8,4,11,6,9,0,0,3,11,0
70,Master,Married,2,38452,1,1,11,1,2014,3/30/14,4260,62,56,0,14,0,0,2,72,3.00,3,3,0,3,7,4.6,0,0,3,11,0
36,Graduation,Single,1,18358,1,0,12,1,2013,11/20/13,4390,49,6,8,19,16,4,4,57,2.38,3,3,0,4,7,5.2,0,0,3,11,0
52,PhD,Together,2,55012,0,1,11,0.5,2014,3/21/14,4269,85,582,0,65,0,0,13,660,27.50,6,8,2,9,5,7.4,0,0,3,11,0
52,Basic,Together,2,9722,1,0,13,0.5,2012,10/2/12,4804,7,6,17,16,6,16,42,103,4.29,4,3,1,3,8,5,0,0,3,11,1
41,PhD,Married,2,38175,1,0,12,0.5,2013,9/23/13,4448,6,70,6,69,2,3,3,153,6.38,3,3,1,4,7,5.2,0,0,3,11,0
69,Master,Together,2,58656,0,1,13,0.5,2012,9/20/12,4816,25,962,12,194,16,24,12,1220,50.83,4,7,8,13,6,10.2,1,0,3,11,0
60,Graduation,Together,2,52117,0,1,13,0.5,2012,8/16/12,4851,55,112,10,107,30,0,20,279,11.63,2,5,2,4,7,5.2,0,0,3,11,0
47,Graduation,Married,2,64813,1,0,11,0.5,2014,1/2/14,4347,81,293,0,124,179,97,52,745,31.04,1,7,2,10,5,8,0,0,3,11,0
52,PhD,Married,2,54222,0,1,11,0.5,2014,3/1/14,4289,98,199,12,31,3,12,7,264,11.00,1,3,3,5,3,4.2,0,0,3,11,0
39,Graduation,Married,2,83512,0,0,11,0,2014,6/17/14,4181,31,1060,61,835,80,20,101,2157,89.88,1,4,7,10,1,6.4,1,0,3,11,1
66,Master,Married,2,77520,0,1,12,0.5,2013,8/28/13,4474,30,940,44,396,0,88,58,1526,63.58,1,8,7,7,4,5.8,1,0,3,11,1
47,Graduation,Together,2,41154,0,1,12,0.5,2013,4/9/13,4615,98,44,2,11,2,3,7,69,2.88,1,1,0,4,5,4.4,0,0,3,11,0
59,Graduation,Married,2,80398,0,0,13,0,2012,11/10/12,4765,92,342,51,936,207,35,26,1597,66.54,1,5,8,12,3,8.4,1,0,3,11,0
33,Basic,Single,1,18746,1,0,11,1,2014,5/29/14,4200,41,2,10,11,12,9,20,64,2.67,2,3,0,3,6,4.2,0,0,3,11,0
41,Graduation,Together,2,35196,1,0,13,0.5,2012,11/13/12,4762,68,75,12,141,43,39,187,497,20.71,6,6,1,5,8,6.2,0,0,3,11,0
69,Graduation,Single,1,60230,0,1,12,1,2013,5/20/13,4574,78,520,20,367,39,81,40,1067,44.46,2,6,3,6,5,5.6,0,0,3,11,0
48,Graduation,Married,2,22108,1,1,11,1,2014,5/8/14,4221,46,5,3,9,6,2,6,31,1.29,2,2,0,3,7,4.6,0,0,3,11,0
51,Graduation,Together,2,44392,1,1,12,1,2013,9/5/13,4466,71,87,5,71,7,12,29,211,8.79,5,4,1,4,7,5.2,0,0,3,11,0
49,PhD,Married,2,55424,0,1,13,0.5,2012,11/25/12,4750,6,462,61,184,10,53,107,877,36.54,4,7,5,9,6,7.8,1,0,3,11,1
46,Graduation,Married,2,17688,1,0,12,0.5,2013,1/13/13,4701,82,2,2,1,3,1,2,11,0.46,1,1,0,2,8,4.4,0,1,3,11,0
42,PhD,Married,2,92491,0,0,12,0,2013,5/1/13,4593,71,979,44,935,29,25,22,2034,84.75,1,7,5,12,3,8.4,1,0,3,11,1
34,Graduation,Single,1,90273,0,0,12,0,2013,12/14/13,4366,32,704,129,853,120,74,111,1991,82.96,1,5,6,7,2,5,1,0,3,11,1
63,PhD,Widow,1,82571,0,0,11,0,2014,4/2/14,4257,28,861,31,558,62,95,79,1686,70.25,0,6,5,13,2,8.6,1,0,3,11,0
43,PhD,Single,1,38513,1,0,11,1,2014,1/28/14,4321,20,172,3,115,16,0,18,324,13.50,5,6,1,5,8,6.2,0,0,3,11,1
46,Master,Single,1,16653,1,0,11,1,2014,4/18/14,4241,10,5,7,31,15,4,7,69,2.88,3,2,1,3,6,4.2,0,0,3,11,1
70,Graduation,Together,2,42586,1,1,13,1,2012,10/29/12,4777,7,194,2,56,0,0,0,252,10.50,5,4,1,6,8,6.8,0,0,3,11,1
60,Basic,Single,1,23529,0,1,12,1,2013,1/7/13,4707,67,9,7,13,3,2,20,54,2.25,1,1,1,2,6,3.6,0,0,3,11,0
64,Master,Together,2,74881,1,1,12,1,2013,3/8/13,4647,48,505,72,270,36,27,54,964,40.17,4,9,2,12,5,9.2,0,0,3,11,0
74,Graduation,Married,2,71107,0,1,12,0.5,2013,2/17/13,4666,61,533,10,217,198,174,195,1327,55.29,2,7,6,13,4,9.4,0,0,3,11,0
61,PhD,Together,2,46910,1,1,11,1,2014,3/23/14,4267,36,48,0,14,0,0,6,68,2.83,2,2,0,3,6,4.2,0,0,3,11,0
66,Graduation,Married,2,18690,0,0,13,0,2012,12/28/12,4717,77,6,1,7,23,4,19,60,2.50,1,1,1,2,8,4.4,0,0,3,11,0
70,Graduation,Divorced,1,37244,1,1,12,2,2013,4/27/13,4597,90,18,2,10,0,0,25,55,2.29,1,1,1,2,7,4,1,0,3,11,0
59,Graduation,Together,2,82427,0,0,11,0,2014,3/12/14,4278,35,482,147,509,104,107,107,1456,60.67,1,3,5,12,1,7.6,1,0,3,11,0
67,2n Cycle,Single,1,75342,0,1,12,1,2013,5/6/13,4588,38,204,97,97,21,118,26,563,23.46,1,5,2,10,4,7.6,0,0,3,11,0
71,Graduation,Divorced,1,70044,0,1,12,1,2013,2/18/13,4665,46,1073,0,250,153,14,14,1504,62.67,4,7,10,5,5,5,0,0,3,11,0
58,Graduation,Single,1,79146,1,1,11,2,2014,4/24/14,4235,33,245,16,223,21,43,16,564,23.50,2,8,1,8,6,7.2,0,0,3,11,0
62,Graduation,Married,2,77437,0,0,12,0,2013,11/26/13,4384,70,560,21,442,29,44,29,1125,46.88,1,4,5,13,1,8.2,1,0,3,11,0
66,Graduation,Married,2,54984,0,1,11,0.5,2014,5/24/14,4205,51,173,13,131,32,3,6,358,14.92,4,6,1,6,7,6.4,1,0,3,11,0
54,PhD,Married,2,42403,1,0,12,0.5,2013,12/11/13,4369,18,22,1,11,0,5,3,42,1.75,1,1,0,3,8,5,0,0,3,11,0
61,Graduation,Together,2,55761,0,1,11,0.5,2014,4/24/14,4235,97,136,1,12,0,3,32,184,7.67,2,4,1,3,6,4.2,1,0,3,11,0
42,Graduation,Together,2,37292,1,0,12,0.5,2013,4/18/13,4606,32,275,0,86,10,23,66,460,19.17,5,6,3,5,8,6.2,0,0,3,11,0
80,PhD,Single,1,45576,0,0,11,0,2014,5/28/14,4201,9,56,19,29,2,14,25,145,6.04,1,3,1,3,8,5,0,0,3,11,1
78,Graduation,Together,2,70321,0,0,12,0,2013,1/16/13,4698,6,303,23,751,82,26,191,1376,57.33,1,6,5,13,4,9.4,0,0,3,11,1
56,PhD,Divorced,1,58086,0,1,12,1,2013,1/20/13,4694,80,708,7,62,0,0,15,792,33.00,2,11,3,7,8,7.4,0,0,3,11,0
73,Graduation,Married,2,81795,0,0,13,0,2012,10/26/12,4780,74,324,132,693,27,118,88,1382,57.58,1,4,11,7,2,5,0,0,3,11,0
78,Basic,Together,2,28389,0,0,13,0,2012,11/20/12,4755,49,1,5,3,7,4,8,28,1.17,1,1,0,2,7,4,0,0,3,11,0
79,Master,Married,2,66835,0,0,12,0,2013,9/28/13,4443,21,620,26,195,34,17,141,1033,43.04,1,6,4,13,2,8.6,0,0,3,11,0
56,Graduation,Divorced,1,69901,0,1,12,1,2013,5/29/13,4565,95,312,21,206,102,92,149,882,36.75,3,7,3,10,5,8,0,0,3,11,0
76,PhD,Married,2,80360,0,0,12,0,2013,3/3/13,4652,56,1493,86,454,112,43,43,2231,92.96,2,4,4,5,2,3.8,1,0,3,11,0
64,PhD,Together,2,63342,0,1,13,0.5,2012,10/16/12,4790,48,918,21,118,13,10,21,1101,45.88,3,8,3,5,6,5.4,1,0,3,11,1
51,Graduation,Married,2,44989,0,1,13,0.5,2012,9/12/12,4824,26,98,0,106,49,10,106,369,15.38,5,5,1,5,6,5.4,0,0,3,11,0
45,2n Cycle,Single,1,31859,1,0,11,1,2014,2/27/14,4291,3,3,4,7,15,8,11,48,2.00,1,1,0,3,7,4.6,0,0,3,11,0
76,PhD,Widow,1,51569,0,1,12,1,2013,2/12/13,4671,39,380,0,47,6,0,34,467,19.46,4,7,1,7,8,7.4,1,0,3,11,1
54,Graduation,Widow,1,30372,1,1,13,2,2012,12/25/12,4720,33,15,0,12,7,3,7,44,1.83,3,2,0,3,7,4.6,0,0,3,11,0
46,Basic,Single,1,16014,1,1,12,2,2013,3/17/13,4638,42,3,9,4,7,8,7,38,1.58,4,1,1,4,3,3.6,0,0,3,11,0
57,Graduation,Married,2,41120,1,1,12,1,2013,11/6/13,4404,80,24,2,23,0,8,24,81,3.38,3,2,1,3,6,4.2,0,0,3,11,0
54,Master,Single,1,39763,1,0,12,1,2013,8/4/13,4498,9,80,1,60,4,6,16,167,6.96,2,5,1,2,9,4.8,0,0,3,11,1
70,PhD,Married,2,38725,1,1,11,1,2014,5/10/14,4219,52,31,0,6,2,1,5,45,1.88,2,1,0,4,4,4,0,0,3,11,0
53,Graduation,Married,2,77981,1,0,12,0.5,2013,5/26/13,4568,78,138,120,204,16,126,60,664,27.67,3,7,4,7,5,6.2,0,0,3,11,0
61,2n Cycle,Married,2,62905,0,1,12,0.5,2013,9/10/13,4461,68,166,75,96,119,107,59,622,25.92,3,7,2,8,4,6.4,0,0,3,11,0
46,2n Cycle,Divorced,1,13533,1,0,12,1,2013,3/10/13,4645,45,12,3,8,8,0,17,48,2.00,2,2,0,3,7,4.6,0,0,3,11,0
50,Graduation,Together,2,59481,0,1,12,0.5,2013,10/23/13,4418,47,178,3,85,71,66,58,461,19.21,2,3,3,8,2,5.6,0,0,3,11,0
48,Graduation,Married,2,72117,0,1,12,0.5,2013,8/20/13,4482,34,707,20,171,65,60,50,1073,44.71,1,9,7,9,5,7.4,0,0,3,11,0
39,2n Cycle,Married,2,21955,1,0,12,0.5,2013,9/7/13,4464,81,5,1,7,17,14,11,55,2.29,2,2,1,3,6,4.2,0,0,3,11,0
69,Graduation,Married,2,67131,0,1,12,0.5,2013,3/26/13,4629,72,465,71,250,93,35,62,976,40.67,3,9,2,12,6,9.6,0,0,3,11,0
45,PhD,Single,1,36802,1,0,11,1,2014,6/16/14,4182,23,16,1,2,0,0,1,20,0.83,1,1,0,3,5,3.8,0,0,3,11,0
43,Graduation,Together,2,71853,0,0,12,0,2013,5/8/13,4586,29,358,108,413,141,97,32,1149,47.88,1,2,8,6,1,4,0,0,3,11,0
64,Basic,Married,2,28249,0,0,11,0,2014,6/15/14,4183,80,1,9,7,2,14,10,43,1.79,1,2,0,3,6,4.2,0,0,3,11,0
50,Master,Married,2,47808,0,1,12,0.5,2013,10/20/13,4421,30,123,1,26,2,0,72,224,9.33,2,3,2,3,7,4.6,1,0,3,11,0
51,PhD,Divorced,1,25509,1,0,13,1,2012,9/18/12,4818,15,40,3,30,10,7,11,101,4.21,3,3,0,3,9,5.4,0,0,3,11,1
79,PhD,Married,2,51012,0,0,12,0,2013,4/18/13,4606,86,102,9,63,2,9,24,209,8.71,1,4,1,4,6,4.8,0,0,3,11,0
40,Graduation,Single,1,70596,0,0,13,0,2012,10/5/12,4801,68,347,44,534,17,0,26,968,40.33,1,3,5,12,2,8,0,0,3,11,0
73,PhD,Together,2,85431,0,0,12,0,2013,6/8/13,4555,54,376,53,462,168,53,53,1165,48.54,1,2,7,7,0,4.2,0,0,3,11,0
58,Graduation,Married,2,42664,0,1,11,0.5,2014,3/18/14,4272,44,21,0,3,0,0,0,24,1.00,1,1,0,3,6,4.2,0,0,3,11,0
70,Graduation,Together,2,42586,1,1,13,1,2012,10/29/12,4777,7,194,2,56,0,0,0,252,10.50,5,4,1,6,8,6.8,0,0,3,11,1
40,Graduation,Single,1,29760,1,0,13,1,2012,8/29/12,4838,87,64,4,68,7,5,17,165,6.88,4,3,1,4,8,5.6,0,0,3,11,0
48,PhD,Married,2,28973,0,0,13,0,2012,10/13/12,4793,59,206,0,46,3,2,12,269,11.21,2,5,1,5,8,6.2,0,0,3,11,0
52,PhD,Together,2,39435,1,0,12,0.5,2013,8/6/13,4496,16,71,0,18,0,0,13,102,4.25,1,3,1,2,7,4,0,0,3,11,0
41,2n Cycle,Married,2,65370,0,0,12,0,2013,8/1/13,4501,1,71,22,112,138,89,29,461,19.21,1,2,3,13,1,8.2,0,0,3,11,0
46,Basic,Single,1,20194,1,0,13,1,2012,12/17/12,4728,64,0,4,7,11,10,15,47,1.96,2,2,0,3,6,4.2,0,0,3,11,0
49,PhD,Single,1,42473,1,1,11,2,2014,2/17/14,4301,72,93,1,21,0,4,25,144,6.00,3,2,1,4,5,4.4,0,0,3,11,0
57,Graduation,Married,2,64590,0,0,13,0,2012,10/14/12,4792,98,920,138,168,36,46,30,1338,55.75,1,9,4,10,6,8.4,0,0,3,11,0
66,Graduation,Together,2,71232,0,1,12,0.5,2013,11/28/13,4382,91,653,17,170,34,26,17,917,38.21,2,11,2,10,7,8.8,0,0,3,11,0
54,Graduation,Together,2,34600,1,1,12,1,2013,1/1/13,4713,8,199,33,60,8,3,15,318,13.25,5,5,2,5,8,6.2,0,0,3,11,1
58,Graduation,Single,1,46904,1,1,13,2,2012,11/3/12,4772,20,153,4,56,0,9,31,253,10.54,4,5,1,4,8,5.6,0,0,3,11,0
52,Graduation,Married,2,49094,0,1,13,0.5,2012,9/21/12,4815,6,376,0,38,11,8,69,502,20.92,5,6,3,6,6,6,0,0,3,11,0
42,Graduation,Together,2,36075,1,0,12,0.5,2013,12/9/13,4371,54,46,0,30,12,1,30,119,4.96,1,2,0,4,6,4.8,0,0,3,11,0
46,2n Cycle,Together,2,60839,1,1,13,1,2012,8/28/12,4839,72,600,21,128,223,150,128,1250,52.08,13,2,2,12,8,10.4,0,0,3,11,0
46,Graduation,Together,2,77298,0,1,12,0.5,2013,11/2/13,4408,46,425,115,292,23,35,79,969,40.38,1,6,6,11,3,7.8,0,0,3,11,0
75,Graduation,Together,2,34026,1,1,12,1,2013,8/5/13,4497,11,18,6,15,12,8,17,76,3.17,3,2,1,3,5,3.8,0,0,3,11,0
62,PhD,Single,1,48918,1,1,11,2,2014,4/12/14,4247,21,52,0,9,0,0,1,62,2.58,2,1,0,4,4,4,0,0,3,11,0
63,2n Cycle,Together,2,82122,0,0,12,0,2013,8/15/13,4487,89,734,22,350,151,25,100,1382,57.58,1,3,9,13,1,8.2,1,0,3,11,0
49,Graduation,Single,1,37697,1,0,11,1,2014,2/7/14,4311,82,34,6,21,11,4,8,84,3.50,1,2,1,3,6,4.2,0,0,3,11,0
73,Graduation,Together,2,34074,1,1,12,1,2013,7/13/13,4520,69,135,1,41,10,1,67,255,10.63,5,3,3,3,6,4.2,1,0,3,11,0
65,Master,Married,2,28520,1,1,12,1,2013,6/14/13,4549,55,11,0,10,0,2,20,43,1.79,1,1,1,2,6,3.6,0,0,3,11,0
70,Graduation,Single,1,62535,0,1,12,1,2013,10/3/13,4438,13,163,48,90,0,45,52,398,16.58,1,3,2,8,3,6,0,0,3,11,0
48,Master,Single,1,36273,1,0,11,1,2014,4/16/14,4243,80,29,3,30,3,2,9,76,3.17,2,3,0,3,6,4.2,0,0,3,11,0
61,Graduation,Together,2,63404,0,2,11,1,2014,6/6/14,4192,97,734,26,70,11,44,17,902,37.58,2,6,3,4,4,4,1,0,3,11,0
44,2n Cycle,Together,2,75774,1,0,11,0.5,2014,5/2/14,4227,27,340,21,134,258,14,56,823,34.29,1,7,5,8,4,6.4,0,0,3,11,0
49,Graduation,Together,2,78416,0,1,11,0.5,2014,6/27/14,4171,99,453,38,279,188,38,183,1179,49.13,2,7,7,10,3,7.2,0,0,3,11,0
51,Graduation,Together,2,75702,0,1,13,0.5,2012,10/14/12,4792,87,1073,0,629,145,37,37,1921,80.04,1,10,5,13,6,10.2,1,0,3,11,0
74,Master,Together,2,59385,1,1,12,1,2013,4/28/13,4596,85,135,0,10,0,4,36,185,7.71,2,3,1,4,5,4.4,0,0,3,11,0
59,Graduation,Single,1,37070,1,1,12,2,2013,3/20/13,4635,30,231,7,137,4,15,39,433,18.04,9,5,1,8,7,7.6,0,0,3,11,1
74,Graduation,Married,2,44689,1,1,11,1,2014,1/10/14,4339,82,18,0,5,0,0,11,34,1.42,2,1,1,2,7,4,1,0,3,11,0
67,Graduation,Together,2,53977,0,1,12,0.5,2013,6/8/13,4555,21,620,16,165,0,24,82,907,37.79,5,5,5,12,5,9.2,0,0,3,11,0
59,PhD,Single,1,7144,0,2,12,2,2013,12/7/13,4373,92,81,4,33,5,2,291,416,17.33,0,23,1,1,0,0.6,0,0,3,11,0
61,Graduation,Single,1,18701,1,1,12,2,2013,6/4/13,4559,95,12,4,2,10,6,10,44,1.83,4,2,0,4,5,4.4,0,0,3,11,0
69,Graduation,Married,2,90369,0,0,11,0,2014,4/28/14,4231,2,292,51,981,224,23,17,1588,66.17,1,4,6,6,1,4,0,0,3,11,1
51,PhD,Single,1,63159,0,0,13,0,2012,11/5/12,4770,74,965,34,586,89,86,37,1797,74.88,1,3,5,8,3,6,1,0,3,11,0
